Time [s],Temperature [C],Pressure [Pa],Humidity [%],Altitude [m]
9.5367431640625e-06,35.321875,995.0509072741213,27.350673849610235,-0.49290841862786205
0.4673120975494385,35.316796875,995.081162597292,27.251889649212583,-0.18654648359558212
0.9436206817626953,35.321875,995.1118340228481,27.414449316632595,-0.4686676726404926
1.4190185070037842,35.321875,995.0865017743141,27.47197971184427,-0.3942827657300474
1.8931951522827148,35.316796875,995.1292152158173,27.425860747513333,-0.23529676276549782
2.3704543113708496,35.296875,995.0777552212406,27.299393081335356,-0.2956528218697807
2.8462440967559814,35.291796875,995.1188139524837,27.259066126158935,-0.17036056322617954
3.3208916187286377,35.28671875,995.0892523558528,27.35738327458081,-0.20752177851314002
3.7977077960968018,35.2818359375,995.0655737673162,27.548528519337957,-0.32822917112126593
4.273561477661133,35.271875,995.0633772631176,27.20216691182826,-0.06713746223382389
4.749766111373901,35.26171875,995.1274414239115,27.21404275910214,-0.379395673047771
5.223526954650879,35.241796875,995.0428410026345,27.150429021766,-0.1344627910977092
5.6984124183654785,35.241796875,995.0439482785338,27.26077231065129,0.01405108292629742
6.174960136413574,35.2318359375,995.0518824910724,27.180433307839944,-0.031211757675153606
6.65079927444458,35.216796875,995.0447647571888,27.37703703858249,-0.055708111638954616
7.125283241271973,35.21171875,995.0566747120745,27.221069123683584,-0.37253461164002744
7.602722644805908,35.196875,995.052151198737,27.69001728656316,0.10683881880022117
8.079153537750244,35.18671875,995.041475013972,27.354676536714123,-0.11838358577247243
8.554105520248413,35.1767578125,995.0583028903125,27.401542785983377,0.3563774036149703
9.031129837036133,35.166796875,995.054196572545,27.21683904669843,0.229833067685834
9.506846189498901,35.1568359375,995.0483107012092,27.17104596863414,-0.18103170128731083
9.981420755386353,35.146875,995.0544599532642,27.40230856778034,-0.12405851540638002
10.458380937576294,35.13671875,995.0487028930429,27.130890505976677,-0.02536617647535655
10.935513257980347,35.1267578125,995.0356993990165,27.616819216972303,-0.16113248467689134
11.415391206741333,35.1068359375,995.0525216225168,27.275888580934627,0.17646889768713647
11.892279148101807,35.1017578125,995.0418467690562,27.438219498816416,0.15448925813728476
12.369223833084106,35.096875,995.054558373899,27.120419188522334,0.09770174192997971
12.844556331634521,35.0767578125,995.0455323978293,27.39851908933444,0.07573549981852334
13.321883201599121,35.0767578125,995.055234326344,27.248378519715715,-0.24102819820220445
13.800030946731567,35.066796875,995.0316863092863,27.37601358908935,0.021153310898325284
14.277878999710083,35.0517578125,995.01770809596,27.081668350585208,0.1952919081612159
14.756200790405273,35.03671875,995.050150349148,27.590934543133184,-0.2270426573822104
15.233301877975464,35.03671875,995.0389237303863,27.070890002408383,0.010997169853128597
15.709424018859863,35.021875,995.0144015495613,27.296316132583044,0.17117033918958247
16.186229944229126,35.0068359375,995.0440880111875,27.37207146786102,-0.07015013961849226
16.665202379226685,35.0017578125,995.0543387342879,27.528418574563315,0.22109424310926662
17.14050579071045,34.996875,995.0542062419173,27.378461226077928,-0.11754190940748588
17.61782169342041,34.9767578125,995.0492480347102,27.476708322130715,0.06701183415720235
18.09398078918457,34.966796875,995.0450015209649,27.379226716207015,-0.047834621141384925
18.56897783279419,34.9517578125,995.0396653823992,27.40249786457462,0.09504916334370561
19.046350717544556,34.9517578125,995.0459338099316,27.096513498785647,0.039421592375042946
19.5237238407135,34.9318359375,995.0576937857321,27.547422201147782,-0.14834359498035576
20.000047206878662,34.9267578125,995.037705097495,27.212714411437084,0.06278365417130449
