Time [s],Temperature [C],Pressure [Pa],Humidity [%],Altitude [m]
9.298324584960938e-06,21.9982421875,995.2143232196125,44.17648190251308,-0.23630445165736313
0.4662768840789795,22.028125,995.1947772303106,44.14301308191887,-0.1419591763059902
0.9319312572479248,22.033203125,995.1819075972977,44.461632167940984,-0.4432676336766028
1.4079949855804443,22.0232421875,995.2119277774403,44.41699290124215,-0.1362647741500167
1.8846714496612549,22.033203125,995.2010802002161,44.23265145316983,-0.32265995629127575
2.357954502105713,22.0431640625,995.205639972207,44.11530051814947,-0.2635547202521482
2.8313241004943848,22.0431640625,995.2300418674968,44.07059433680371,-0.32265995629127575
3.3064870834350586,22.048046875,995.2101994828585,44.31664932619881,-0.35799999272679406
3.771869659423828,22.0630859375,995.21852502907,43.880641742663414,-0.4524450596155849
4.247416973114014,22.053125,995.1986680048229,44.10999691888564,-0.4524450596155849
4.723827123641968,22.048046875,995.2132960097199,43.99241360537932,-0.5649569579738833
5.1994709968566895,22.048046875,995.1927692898283,44.109825718800884,-0.06825367746333022
5.674612045288086,22.0630859375,995.2056542355072,44.003758227959324,-0.31704321418710935
